composition,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Temperature,denstiy
K5Rb3Ba6Na14Sr4Li4Ca11Zr6Zn2Cl96,10,0.6514011779107948,0.6369080655170867,0.6357728150119375,0.6357617411775557,0.6357615897055103,19.94701986754967,53,6.366826016402791,56,3,17,63.89403973509934,93,38.415683522652515,94,1,94,43.03581238357616,130.386,15.962878674766895,137.327,6.941,35.453,415.3571523178808,1956.4,327.5011122319197,2128.0,171.6,171.6,11.57615894039735,16,6.907767203192842,17,1,17,3.3841059602649004,4,0.6329546949695187,6,2,3,129.82119205298014,118,35.67896144905925,220,102,102,2.3727152317880797,2.3400000000000003,1.0010508311038988,3.16,0.82,3.16,1.8278145695364238,1,0.2850752159992983,2,1,2,3.178807947019868,5,2.315687908425069,5,0,5,0.21192052980132453,10,0.401385904127012,10,0,0,0,0,0,0,0,0,5.218543046357617,11,2.444805052409982,12,1,7,0.17218543046357618,1,0.2850752159992983,1,0,0,0.6357615894039735,1,0.46313758168501384,1,0,1,0.31788079470198677,8,0.6104995394938819,8,0,0,0,0,0,0,0,0,1.1258278145695364,8,0.5462918293057322,8,0,1,30.769939293595364,76.76249999999999,10.056987997605756,90.7225,13.96,24.4975,1.584953642384106,2.493,1.1546019911407395,2.493,0,2.493,0,0,0,0,0,0,121.8476821192053,165,73.55466865488356,229,64,64,0.350253807106599,0.6091370558375635,0.04060913705583757,0,1,0.7456133690005964,0.3198245794480623,1500,1.84443409400599
Cs3K6Rb6Ba8Na6Sr4Li9Ca7Zn5Cl78,10,0.6077627612161085,0.5919234266754222,0.5909146718250307,0.5909091324314967,0.5909090909447852,21.28787878787879,53,8.84113865932048,56,3,17,59.90909090909091,93,40.97796143250689,94,1,94,46.7302770559091,130.386,22.311090185550967,137.327,6.941,35.453,363.3359090909091,943.4,236.46559917355376,1115.0,171.6,171.6,11.015151515151516,16,7.147612488521579,17,1,17,3.46969696969697,4,0.7982093663911848,6,2,3,134.21212121212122,142,39.84113865932048,244,102,102,2.267121212121212,2.37,1.0552203856749314,3.16,0.79,3.16,1.772727272727273,1,0.3512396694214875,2,1,2,2.9545454545454546,5,2.4173553719008263,5,0,5,0.3787878787878788,10,0.7288797061524335,10,0,0,0,0,0,0,0,0,5.106060606060606,11,2.7605601469237833,12,1,7,0.22727272727272727,1,0.35123966942148754,1,0,0,0.5909090909090909,1,0.48347107438016523,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.8181818181818182,1,0.2975206611570248,1,0,1,35.04321969696743,101.805,17.10349288338345,115.765,13.96,24.4975,1.4731363636363637,2.493,1.205293388429752,2.493,0,2.493,0,0,0,0,0,0,129.8409090909091,165,77.81198347107437,229,64,64,0.34718100890207715,0.5786350148367952,0.07418397626112759,0,1,0.7544427103724891,0.33832514258248847,1350,2.02210342987012
Cs4Rb6Ba6Na8Sr6Li4MgZr9Zn9Cl103,10,0.6676970143817637,0.6566256155187316,0.6560530523884966,0.6560509653809695,0.6560509554181391,22.522292993630572,53,9.548866079759827,56,3,17,69.6624203821656,93,31.933384721489713,94,1,94,49.53286982063695,130.386,23.67091394845714,137.327,6.941,35.453,410.56828025477705,1956.4,331.89796421761525,2128.0,171.6,171.6,12.38216560509554,16,6.059069333441519,17,1,17,3.503184713375796,4,0.7945149904661444,6,2,3,128.2547770700637,142,35.17903363219604,244,102,102,2.451656050955414,2.37,0.929419449064871,3.16,0.79,3.16,1.8535031847133756,1,0.250070996795002,2,1,2,3.2802547770700636,5,2.2564809931437377,5,0,5,0.6878980891719745,10,1.2180615846484644,10,0,0,0,0,0,0,0,0,5.821656050955414,11,2.2544525132865427,12,1,7,0.1464968152866242,1,0.25007099679500183,1,0,0,0.6560509554140127,1,0.4512961986287476,1,0,1,0.4585987261146497,8,0.8646192543308044,8,0,0,0,0,0,0,0,0,1.2611464968152866,8,0.7726074080084384,8,0,1,31.757229299360507,101.805,13.689442370888003,115.765,13.96,24.4975,1.6355350318471336,2.493,1.1250814231814679,2.493,0,2.493,0,0,0,0,0,0,116.36305732484075,165,68.705667572721,229,64,64,0.3183807439824945,0.5634573304157549,0.11816192560175054,0,1,0.7544427103724891,0.2964968011648097,1150,2.18222951498501
Cs8K4Rb4Ba9NaCa3Mg7Zr7Zn8Cl101,10,0.6675375208257869,0.6564201572558811,0.6558462112434269,0.6558441652670521,0.6558441558478482,23.48051948051948,45,10.132737392477653,56,11,17,71.48701298701299,92,29.53002192612582,94,2,94,51.80348626285715,114.33723072,25.602657447718002,137.327,22.98976928,35.453,406.51675324675324,1956.4,330.1541609040311,2128.0,171.6,171.6,12.324675324675326,16,6.132568729971327,17,1,17,3.590909090909091,3,0.8364817001180638,6,3,3,131.0779220779221,142,39.08433125316243,244,102,102,2.45,2.37,0.9312987012987013,3.16,0.79,3.16,1.8766233766233769,1,0.21630966436161225,2,1,2,3.2792207792207795,5,2.2571259908922245,5,0,5,0.6103896103896105,10,1.1018721538202059,10,0,0,0,0,0,0,0,0,5.766233766233767,11,2.2659807724742786,12,1,7,0.12337662337662338,1,0.21630966436161242,1,0,0,0.6558441558441559,1,0.4514251981784449,1,0,1,0.36363636363636365,8,0.6942148760330579,8,0,0,0,0,0,0,0,0,1.1428571428571428,8,0.6233766233766234,8,0,1,34.861374458875325,101.805,17.987592202171953,115.765,13.96,24.4975,1.6350194805194807,2.493,1.1254030190588633,2.493,0,2.493,0,0,0,0,0,0,115.70779220779222,165,67.82450666216901,229,64,64,0.32545045045045046,0.5686936936936937,0.10585585585585586,0,1,0.7544427103724891,0.29717158629861684,1200,2.08319315214785
Cs3K8Rb6Ba3Sr7Li6MgZr11Zn10Cl109,10,0.6764171454582146,0.66526190497679,0.664636968484833,0.6646341634670664,0.6646341463519676,21.926829268292686,53,8.340571088637716,56,3,17,70.97560975609755,93,30.605591909577633,94,1,94,47.78794241280488,130.386,20.519395843753717,137.327,6.941,35.453,417.7201829268293,1956.4,347.03137864366454,2128.0,171.6,171.6,12.573170731707318,16,5.884443783462224,17,1,17,3.475609756097561,4,0.7459845330160619,6,2,3,127.1829268292683,142,34.10693039857229,244,102,102,2.4751829268292687,2.37,0.9103056216537776,3.16,0.79,3.16,1.8597560975609757,1,0.2411511005353955,2,1,2,3.323170731707317,5,2.2289559785841764,5,0,5,0.7439024390243902,10,1.2972932778108268,10,0,0,0,0,0,0,0,0,5.926829268292683,11,2.167162403331351,12,1,7,0.1402439024390244,1,0.24115110053539557,1,0,0,0.6646341463414634,1,0.44579119571683523,1,0,1,0.5365853658536586,8,1.0011897679952408,8,0,0,0,0,0,0,0,0,1.3414634146341464,8,0.8932183224271268,8,0,1,31.91637703252073,101.805,14.452696993360249,115.765,13.96,24.4975,1.6569329268292683,2.493,1.1113574509220703,2.493,0,2.493,0,0,0,0,0,0,114.46951219512195,165,67.08752230814991,229,64,64,0.31378600823045266,0.5606995884773662,0.12551440329218105,0,1,0.7544427103724891,0.2900163711318447,1500,1.73894209160839
Cs2K6Rb10Ba2Na9Sr9LiZr8Zn7Cl96,10,0.6544208635630948,0.6408538949396567,0.6400043250547218,0.6400000277003806,0.6400000000177033,22.08,53,8.332799999999999,56,3,17,66.90666666666667,93,34.87484444444445,94,1,94,48.1540108488,130.386,20.55096655394133,137.327,6.941,35.453,395.5656,1956.4,307.9490506666667,2128.0,171.6,171.6,11.986666666666668,16,6.418311111111111,17,1,17,3.52,4,0.7482666666666666,6,2,3,131.72666666666666,142,39.00764444444444,244,102,102,2.3995333333333337,2.37,0.9733973333333332,3.16,0.79,3.16,1.8133333333333335,1,0.3036444444444444,2,1,2,3.2,5,2.304,5,0,5,0.5733333333333334,10,1.032,10,0,0,0,0,0,0,0,0,5.586666666666667,11,2.4076444444444443,12,1,7,0.18666666666666665,1,0.3036444444444444,1,0,0,0.64,1,0.4608,1,0,1,0.4266666666666667,8,0.8078222222222222,8,0,0,0,0,0,0,0,0,1.2533333333333334,8,0.7196444444444445,8,0,1,34.049788888888,101.805,16.06934829629931,115.765,13.96,24.4975,1.59552,2.493,1.1487743999999998,2.493,0,2.493,0,0,0,0,0,0,119.66,165,71.2448,229,64,64,0.324582338902148,0.5727923627684964,0.10262529832935562,0,1,0.7544427103724891,0.31141649700706064,1050,2.14973998881118
K8RbBa7Na4Sr2Li10Ca6Mg8Zr9Cl105,10,0.6684870978560469,0.656889022297964,0.6562525732389044,0.6562500133900783,0.6562500000064373,19.325,53,6.273437499999999,56,3,17,68.60625,93,33.329296875,94,1,94,41.716507982,130.386,15.629989354275,137.327,6.941,35.453,433.55675,1956.4,358.16895625000006,2128.0,171.6,171.6,11.8125,16,6.80859375,17,1,17,3.30625,4,0.6111718749999999,6,2,3,125.95,118,31.434375,220,102,102,2.433,2.3400000000000003,0.9541875000000002,3.16,0.82,3.16,1.8562500000000002,1,0.24617187499999987,2,1,2,3.28125,5,2.255859375,5,0,5,0.1125,2,0.21234375,2,0,0,0,0,0,0,0,0,5.25,6,2.296875,7,1,7,0.14375,1,0.24617187499999998,1,0,0,0.65625,1,0.451171875,1,0,1,0.45,8,0.849375,8,0,0,0,0,0,0,0,0,1.25,8,0.759375,8,0,1,29.39253124999875,74.1291666667,9.379563541670375,90.7225,16.5933333333,24.4975,1.6360312499999998,2.493,1.124771484375,2.493,0,2.493,0,0,0,0,0,0,116.8,165,69.3,229,64,64,0.3535714285714286,0.625,0.02142857142857143,0,1,0.7456133690005964,0.30421277023414306,1200,1.91756137232767
Cs13K8Rb7Ba3NaSrLi10Mg9ZnCl67,10,0.5871304984602845,0.5612946296713589,0.5583813094322675,0.5583343921458602,0.558333338010566,22.083333333333336,53,10.965277777777777,56,3,17,59.525,93,39.926249999999996,94,1,94,49.0859053665,130.386,27.73131400895833,137.327,6.941,35.453,318.7898333333333,878.4,168.82709166666666,1050.0,171.6,171.6,10.133333333333333,16,7.698888888888889,17,1,17,3.5250000000000004,4,0.9279166666666667,6,2,3,140.39166666666668,142,45.24250000000001,244,102,102,2.184,2.37,1.0898666666666668,3.16,0.79,3.16,1.675,1,0.43875,2,1,2,2.791666666666667,5,2.4659722222222222,5,0,5,0.08333333333333333,10,0.16527777777777777,10,0,0,0,0,0,0,0,0,4.55,11,2.86,12,1,7,0.325,1,0.43875,1,0,0,0.5583333333333333,1,0.49319444444444444,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.8833333333333333,1,0.20611111111111116,1,0,1,41.88612499999917,101.805,27.158330555560443,115.765,13.96,24.4975,1.391925,2.493,1.2295337499999999,2.493,0,2.493,0,0,0,0,0,0,133.925,165,78.08291666666668,229,64,64,0.36813186813186816,0.6135531135531136,0.018315018315018316,0,1,0.7544427103724891,0.34964337742676427,1350,1.87864987252747
Cs4K4Rb6Ba8Na6SrMg5Zr11Zn9Cl110,10,0.6816189567064449,0.6712785300873577,0.6707339861843111,0.6707317206117405,0.6707317073249942,22.621951219512198,45,9.216389054134446,56,11,17,72.76219512195122,92,28.489738251041047,94,2,94,49.62338672731708,114.33723072,23.01507957603213,137.327,22.98976928,35.453,419.72914634146343,1956.4,354.10157346817374,2128.0,171.6,171.6,12.621951219512194,16,5.872992266508032,17,1,17,3.5182926829268295,3,0.7647977394408092,6,3,3,127.84756097560975,142,35.31536287923855,244,102,102,2.4917073170731707,2.37,0.8964901844140394,3.16,0.79,3.16,1.878048780487805,1,0.21415823914336696,2,1,2,3.353658536585366,5,2.2085068411659723,5,0,5,0.6829268292682927,10,1.1992861392028555,10,0,0,0,0,0,0,0,0,5.914634146341464,11,2.1238845925044614,12,1,7,0.12195121951219512,1,0.21415823914336704,1,0,0,0.6707317073170732,1,0.4417013682331945,1,0,1,0.5365853658536586,8,1.0011897679952408,8,0,0,0,0,0,0,0,0,1.329268292682927,8,0.8948542534205831,8,0,1,31.879217479674388,101.805,13.774995910174255,115.765,13.96,24.4975,1.6721341463414634,2.493,1.1011615110053539,2.493,0,2.493,0,0,0,0,0,0,112.96951219512195,165,65.69080904223676,229,64,64,0.31752577319587627,0.5670103092783505,0.1154639175257732,0,1,0.7544427103724891,0.2852093089976251,1200,2.03104652007992
CsK9Rb6BaNa7Li5Ca9Mg6Zr4Zn7Cl90,11,0.6348949186042059,0.6214739624082405,0.6206932587654239,0.6206896771730223,0.6206896551860678,18.951724137931038,53,4.866016646848991,56,3,17,66.71724137931034,93,34.194815695600475,94,1,94,40.34769197834483,130.386,11.57226350774411,137.327,6.941,35.453,382.39599999999996,1956.4,275.38673103448275,2128.0,171.6,171.6,11.655172413793105,16,6.668252080856123,17,1,17,3.317241379310345,4,0.5415457788347207,6,2,3,128.08275862068967,142,32.97160523186683,244,102,102,2.369103448275862,2.37,0.9818026159334127,3.16,0.79,3.16,1.806896551724138,1,0.31162901307966706,2,1,2,3.103448275862069,5,2.3543400713436387,5,0,5,0.5379310344827586,10,0.994244946492271,10,0,0,0,0,0,0,0,0,5.448275862068966,11,2.5588585017835905,12,1,7,0.19310344827586207,1,0.31162901307966706,1,0,0,0.6206896551724138,1,0.4708680142687277,1,0,1,0.2206896551724138,8,0.42920332936979777,8,0,0,0,0,0,0,0,0,1.0344827586206897,8,0.38430439952437584,8,0,1,31.32320689655103,101.805,12.51278097503411,115.765,13.96,24.4975,1.5473793103448275,2.493,1.173873959571938,2.493,0,2.493,0,0,0,0,0,0,122.23448275862069,165,72.29108204518431,229,64,64,0.3316455696202532,0.569620253164557,0.09873417721518987,0,1,0.7544427103724891,0.3141104944420973,1250,1.78127044045954
Cs6K10Rb5Ba6Na7Sr3LiCa3Mg8Zn6Cl81,11,0.6119308315165641,0.5965888365689881,0.5955942653846814,0.5955882867794048,0.5955882353506873,21.676470588235293,53,8.550173010380622,56,3,17,64.45588235294117,93,36.01016435986159,94,1,94,47.41980217911765,130.386,21.63174786386678,137.327,6.941,35.453,350.8941176470588,943.4,222.85970588235296,1115.0,171.6,171.6,11.161764705882353,16,7.02833044982699,17,1,17,3.514705882352941,4,0.7489186851211073,6,2,3,135.36029411764707,142,41.025086505190316,244,102,102,2.2945588235294117,2.37,1.0308931660899656,3.16,0.79,3.16,1.7867647058823528,1,0.3355320069204153,2,1,2,2.9779411764705883,5,2.408628892733564,5,0,5,0.44117647058823534,10,0.8434256055363323,10,0,0,0,0,0,0,0,0,5.205882352941176,11,2.73659169550173,12,1,7,0.21323529411764705,1,0.3355320069204153,1,0,0,0.5955882352941176,1,0.4817257785467128,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.8088235294117647,1,0.3092560553633218,1,0,1,36.832965686275,101.805,19.43119557382243,115.765,13.96,24.4975,1.4848014705882353,2.493,1.200942365916955,2.493,0,2.493,0,0,0,0,0,0,126.94852941176472,165,74.9828070934256,229,64,64,0.3432203389830508,0.5720338983050848,0.08474576271186442,0,1,0.7544427103724891,0.3309349549540929,1100,2.07071068511488
Cs5K8Ba8Na6Sr3Li4Ca3Mg4Zr5Zn8Cl95,11,0.6490665061452305,0.6381248082143562,0.637585785530491,0.6375839014406872,0.6375838926209674,21.67785234899329,53,8.702580964821404,56,3,17,68.16107382550335,93,33.03905229494167,94,1,94,47.443901175704696,130.386,21.86966611281293,137.327,6.941,35.453,395.3732214765101,1956.4,299.9347281653979,2128.0,171.6,171.6,12.013422818791945,16,6.358722580063961,17,1,17,3.4697986577181203,4,0.7410477005540288,6,2,3,129.46308724832215,142,35.900004504301606,244,102,102,2.404496644295302,2.37,0.9633935408314942,3.16,0.79,3.16,1.8456375838926173,1,0.26106932120174775,2,1,2,3.187919463087248,5,2.3107067249223006,5,0,5,0.6040268456375839,10,1.102653033647133,10,0,0,0,0,0,0,0,0,5.6375838926174495,11,2.4205215981262107,12,1,7,0.15436241610738252,1,0.26106932120174764,1,0,0,0.6375838926174496,1,0.46214134498446013,1,0,1,0.2684563758389262,8,0.5188955452457097,8,0,0,0,0,0,0,0,0,1.0604026845637584,8,0.4657447862708887,8,0,1,32.461135346755704,101.805,14.388559449277798,115.765,13.96,24.4975,1.5894966442953018,2.493,1.152118373046259,2.493,0,2.493,0,0,0,0,0,0,119.6442953020134,165,70.95581280122516,229,64,64,0.3273809523809524,0.5654761904761905,0.10714285714285715,0,1,0.7544427103724891,0.30803009757104666,1300,2.02723038771228
Cs2Rb2Ba2Na9Sr8Li2Ca4Mg2Zr11Zn11Cl113,11,0.6919062176077702,0.6813524434485128,0.6807259588933671,0.6807229105274727,0.6807228915775825,21.084337349397593,53,7.361010306285385,56,3,17,73.1867469879518,93,28.336115546523445,94,1,94,45.60786402,130.386,17.989414446746984,137.327,6.941,35.453,437.33487951807234,1956.4,375.2706604732183,2128.0,171.6,171.6,12.91566265060241,16,5.560603861228045,17,1,17,3.403614457831325,4,0.6368123094788792,6,2,3,123.17469879518072,142,28.983887356655536,244,102,102,2.526566265060241,2.37,0.8623856873276238,3.16,0.79,3.16,1.9096385542168677,1,0.1643925097982289,2,1,2,3.4036144578313254,5,2.1733923646392803,5,0,5,0.7951807228915663,10,1.3795906517636811,10,0,0,0,0,0,0,0,0,6.108433734939759,11,1.9946291188851797,12,1,7,0.09036144578313253,1,0.16439250979822906,1,0,0,0.6807228915662651,1,0.434678472927856,1,0,1,0.5301204819277109,8,0.9899840325156047,8,0,0,0,0,0,0,0,0,1.3012048192771086,8,0.8877921323849618,8,0,1,27.97683232931506,101.805,7.625187073592691,115.765,13.96,24.4975,1.6970421686746988,2.493,1.083653433009145,2.493,0,2.493,0,0,0,0,0,0,111.33132530120483,165,64.43903324139933,229,64,64,0.3126232741617357,0.5571992110453649,0.1301775147928994,0,1,0.7544427103724891,0.27328570315580103,1400,1.85472897322677
Cs4KRb8Ba10Na5Sr2Li10Ca6Zr7Zn2Cl96,11,0.6493781880008518,0.6365455610309682,0.6357656682956716,0.6357616175597607,0.635761589424464,22.17218543046358,53,10.070435507214599,56,3,17,64.19205298013244,93,38.02885838340424,94,1,94,49.01069770860927,130.386,25.375485870409193,137.327,6.941,35.453,410.45549668874173,1956.4,323.46233937108025,2128.0,171.6,171.6,11.57615894039735,16,6.907767203192843,17,1,17,3.4966887417218544,4,0.862681461339415,6,2,3,131.82781456953643,142,38.69409236436999,244,102,102,2.369271523178808,2.37,1.005429586421648,3.16,0.79,3.16,1.8145695364238412,1,0.3020920135081794,2,1,2,3.178807947019868,5,2.315687908425069,5,0,5,0.2251655629139073,10,0.4234901977983422,10,0,0,0,0,0,0,0,0,5.218543046357617,11,2.444805052409982,12,1,7,0.18543046357615894,1,0.3020920135081795,1,0,0,0.6357615894039735,1,0.46313758168501384,1,0,1,0.3708609271523179,8,0.7073373974825665,8,0,0,0,0,0,0,0,0,1.1920529801324502,8,0.6312003859479848,8,0,1,33.689547461365564,101.805,15.742393316084343,115.765,13.96,24.4975,1.584953642384106,2.493,1.1546019911407395,2.493,0,2.493,0,0,0,0,0,0,121.80132450331126,165,73.49572387176002,229,64,64,0.3477157360406092,0.6091370558375635,0.043147208121827416,0,1,0.7544427103724891,0.3213805701274801,1000,2.28425188021978
K8Rb6Ba4Na3Sr11Li9CaMg9Zr3Zn2Cl92,11,0.6369296099072685,0.6225897735659804,0.6216276810647475,0.6216216716883016,0.6216216216703428,19.91891891891892,53,7.110664718772828,56,3,17,65.7027027027027,93,35.548940832724625,94,1,94,43.21007099891892,130.386,17.660877757136596,137.327,6.941,35.453,393.8606756756757,1956.4,290.05410336011687,2128.0,171.6,171.6,11.324324324324323,16,7.074506939371805,17,1,17,3.364864864864865,4,0.6787801314828342,6,2,3,129.70945945945945,118,34.865869247626,220,102,102,2.3506756756756757,2.3400000000000003,1.0061869978086195,3.16,0.82,3.16,1.8243243243243243,1,0.28962746530314093,2,1,2,3.108108108108108,5,2.352081811541271,5,0,5,0.17567567567567569,10,0.33948137326515704,10,0,0,0,0,0,0,0,0,5.108108108108108,11,2.5383491599707817,12,1,7,0.17567567567567569,1,0.289627465303141,1,0,0,0.6216216216216216,1,0.47041636230825423,1,0,1,0.16216216216216217,8,0.3177501826150475,8,0,0,0,0,0,0,0,0,0.9594594594594594,8,0.350073046018992,8,0,1,32.51488738738649,76.76249999999999,14.086509617729803,90.7225,13.96,24.4975,1.5497027027027026,2.493,1.1727479912344776,2.493,0,2.493,0,0,0,0,0,0,122.79729729729729,165,73.09934258582908,229,64,64,0.35714285714285715,0.6084656084656085,0.0343915343915344,0,1,0.7456133690005964,0.3216606710197239,1150,2.01528673476523
Cs10K3RbBa6Na3Sr5Li3Ca0Zr11Zn7Cl107,11,0.6758780066102547,0.6652011620954276,0.6645991831098922,0.6645962921987004,0.664596273304454,23.540372670807454,53,10.450985687280586,56,3,17,70.03105590062111,93,31.859341846379387,94,1,94,52.02007221639751,130.386,26.133081812562786,137.327,6.941,35.453,419.81335403726706,1956.4,353.23891439373483,2128.0,171.6,171.6,12.459627329192546,16,6.035029512750281,17,1,17,3.577639751552795,4,0.867713436981598,6,2,3,130.17391304347825,142,38.36889008911693,244,102,102,2.4631677018633544,2.37,0.9262242969021257,3.16,0.79,3.16,1.8571428571428572,1,0.2448979591836734,2,1,2,3.3229813664596275,5,2.229080668184098,5,0,5,0.6335403726708074,10,1.1175494772578218,10,0,0,0,0,0,0,0,0,5.813664596273292,11,2.191659272404614,12,1,7,0.14285714285714285,1,0.24489795918367346,1,0,0,0.6645962732919255,1,0.44581613363681954,1,0,1,0.546583850931677,8,1.0184792253385286,8,0,0,0,0,0,0,0,0,1.3540372670807455,8,0.9081439759268548,8,0,1,33.93877329192484,101.805,17.039702043390115,115.765,13.96,24.4975,1.6568385093167701,2.493,1.1114196211565912,2.493,0,2.493,0,0,0,0,0,0,115.06211180124225,165,67.87137841904249,229,64,64,0.3194444444444444,0.5715811965811965,0.10897435897435896,0,1,0.7544427103724891,0.2955247613689302,1000,2.26738634215784
Cs3K7Rb7Ba3NaSr7Ca5Mg5Zr8Zn8Cl106,11,0.6725650526157303,0.6629369225349029,0.6625012148097937,0.6625000042962045,0.6625000000011152,22.025,45,7.813749999999999,56,11,17,71.2,92,30.209999999999994,94,2,94,47.823467656125004,114.33723072,19.41873900099375,137.327,22.98976928,35.453,419.4600625,1956.4,350.06097187499995,2128.0,171.6,171.6,12.424999999999999,16,6.061875000000001,17,1,17,3.5124999999999997,3,0.7174999999999999,6,3,3,129.01250000000002,142,36.4928125,244,102,102,2.4653125,2.37,0.9204609375000001,3.16,0.79,3.16,1.8875,1,0.19968750000000005,2,1,2,3.3125,5,2.2359375,5,0,5,0.6,10,1.08,10,0,0,0,0,0,0,0,0,5.800000000000001,11,2.21,12,1,7,0.1125,1,0.1996875,1,0,0,0.6625,1,0.44718749999999996,1,0,1,0.4,8,0.76,8,0,0,0,0,0,0,0,0,1.175,8,0.6825,8,0,1,33.06873437500124,101.805,14.939120833335746,115.765,13.96,24.4975,1.6516125,2.493,1.1148384375,2.493,0,2.493,0,0,0,0,0,0,114.79374999999999,165,67.30171874999999,229,64,64,0.3254310344827586,0.5711206896551725,0.10344827586206896,0,1,0.7544427103724891,0.29342477455104476,1100,2.09114769710289
K4Rb8Ba7NaSrLi9Ca5Mg8Zr5Zn8Cl100,11,0.6534060861960004,0.6416498193793178,0.6410279671113238,0.6410256520793072,0.6410256410301354,20.358974358974358,53,7.379355687047995,56,3,17,69.72435897435898,93,31.122616699539776,94,1,94,44.19098313641026,130.386,18.33683191082183,137.327,6.941,35.453,401.6046153846154,1956.4,307.751942800789,2128.0,171.6,171.6,12.051282051282051,16,6.344510190664037,17,1,17,3.365384615384616,4,0.6681459566074953,6,2,3,125.9551282051282,118,31.117357001972387,220,102,102,2.423717948717949,2.3400000000000003,0.9439513477975017,3.16,0.82,3.16,1.858974358974359,1,0.2422748191978961,2,1,2,3.2051282051282053,5,2.3011176857330704,5,0,5,0.5769230769230769,10,1.0576923076923075,10,0,0,0,0,0,0,0,0,5.6410256410256405,11,2.394477317554241,12,1,7,0.14102564102564102,1,0.24227481919789617,1,0,0,0.6410256410256411,1,0.460223537146614,1,0,1,0.2564102564102564,8,0.49638395792241935,8,0,0,0,0,0,0,0,0,1.0384615384615385,8,0.4462524654832348,8,0,1,30.420032051280767,76.76249999999999,12.12712647929206,90.7225,13.96,24.4975,1.5980769230769232,2.493,1.147337278106509,2.493,0,2.493,0,0,0,0,0,0,118.36538461538461,165,69.69921104536489,229,64,64,0.3295454545454546,0.5681818181818182,0.10227272727272728,0,1,0.7456133690005964,0.30115211444909223,1450,1.83943314245754
